ID,Up/Co,Sex,Friend,Source,Country,Age,Occupation,Marriage,Post_Type,Time
N-67,Up,F,N,Church,USA,30,NA,M,Church,7/12/2020
N-67,Up,F,N,Church,USA,30,NA,M,Life,5/10/2020
N-67,Up,F,N,Church,USA,30,NA,M,Life,10/31/2020
N-67,Up,F,N,Church,USA,30,NA,M,Church,7/12/2020
N-67,Up,F,N,Church,USA,30,NA,M,Church,10/12/2020
N-238,Up,F,A,Church,USA,40,NA,M,Life,7/1/2021
N-246,Up,M,A,Alumni,China,32,NA,NA,Life,7/21/2021
N-101,Up,F,N,Other,USA,40,NA,M,Life,10/31/2020
N-96,Up,F,A,Church,Other,33,NA,S,Life,10/31/2020
N-96,Both,F,A,Church,Other,33,NA,S,Church,4/25/2020
N-96,Up,F,A,Church,Other,33,NA,S,Life,6/9/2020
N-96,Up,F,A,Church,Other,33,NA,S,Church,10/12/2020
N-96,Up,F,A,Church,Other,33,NA,S,Life,7/1/2021
N-4,Up,F,Y,Friend,USA,33,Accountant,S,Life,7/1/2021
N-4,Up,F,Y,Friend,USA,33,Accountant,S,Life,2/28/2021
N-52,Up,M,A,Church,China,32,Lawyer,S,Work,10/26/2020
N-52,Up,M,A,Church,China,32,Lawyer,S,Life,6/9/2020
N-52,Up,M,A,Church,China,32,Lawyer,S,Life,12/1/2020
N-52,Up,M,A,Church,China,32,Lawyer,S,Life,10/31/2020
N-52,Up,M,A,Church,China,32,Lawyer,S,Life,7/16/2021
N-52,Up,M,A,Church,China,32,Lawyer,S,Church,2/27/2020
N-19,Up,F,A,Alumni,USA,32,Engineer,M,Life,7/1/2021
N-19,Co,F,A,Alumni,USA,32,Engineer,M,Life,2/28/2021
N-19,Up,F,A,Alumni,USA,32,Engineer,M,Life,10/26/2019
N-19,Up,F,A,Alumni,USA,32,Engineer,M,Life,12/7/2019
N-19,Up,F,A,Alumni,USA,32,Engineer,M,Life,5/10/2020
N-203,Co,F,A,Alumni,USA,30,Professor,NA,Life,10/26/2019
N-203,Up,F,A,Alumni,USA,30,Professor,NA,Life,12/7/2019
N-203,Up,F,A,Alumni,USA,30,Professor,NA,Life,7/16/2021
N-203,Up,F,A,Alumni,USA,30,Professor,NA,Life,7/1/2021
N-37,Up,F,A,Church,USA,35,Self-employ,M,Life,7/1/2021
N-37,Up,F,A,Church,USA,35,Self-employ,M,Opinion,3/16/2020
N-37,Up,F,A,Church,USA,35,Self-employ,M,Life,10/31/2020
N-37,Up,F,A,Church,USA,35,Self-employ,M,Opinion,8/11/2020
N-37,Co,F,A,Church,USA,35,Self-employ,M,Church,4/25/2020
N-37,Both,F,A,Church,USA,35,Self-employ,M,Life,12/1/2020
N-24,Up,F,A,Church,Canada,60,Nurse,M,Life,12/1/2020
N-24,Up,F,A,Church,Canada,60,Nurse,M,Life,10/31/2020
N-70,Up,M,A,Alumni,USA,33,Reseacher,S,Life,10/31/2020
N-198,Up,F,N,Other,USA,35,Reseacher,R,Life,12/7/2019
N-187,Co,M,N,Church,China,40,Musician,M,Opinion,3/16/2020
N-72,Up,M,A,Alumni,USA,33,Reseacher,M,Life,10/31/2020
N-211,Up,M,N,Church,China,33,Programmer,M,Life,12/7/2019
N-23,Up,F,Y,Family,China,60,Servant,D,Opinion,8/11/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Opinion,7/20/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Life,7/1/2021
N-23,Up,F,Y,Family,China,60,Servant,D,Life,5/10/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Life,12/1/2020
N-23,Co,F,Y,Family,China,60,Servant,D,Life,3/6/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Church,4/25/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Life,6/9/2020
N-23,Co,F,Y,Family,China,60,Servant,D,Life,10/26/2019
N-23,Up,F,Y,Family,China,60,Servant,D,Church,7/12/2020
N-23,Co,F,Y,Family,China,60,Servant,D,Life,7/16/2021
N-23,Co,F,Y,Family,China,60,Servant,D,Church,10/12/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Opinion,7/3/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Church,7/12/2020
N-23,Co,F,Y,Family,China,60,Servant,D,Life,2/28/2021
N-23,Up,F,Y,Family,China,60,Servant,D,Life,7/21/2021
N-23,Up,F,Y,Family,China,60,Servant,D,Life,12/7/2019
N-23,Up,F,Y,Family,China,60,Servant,D,Church,2/27/2020
N-23,Co,F,Y,Family,China,60,Servant,D,Work,10/26/2020
N-23,Up,F,Y,Family,China,60,Servant,D,Life,10/31/2020
N-53,Up,F,N,Church,USA,25,Student,S,Life,12/1/2020
N-98,Up,F,N,Church,China,35,NA,S,Life,10/31/2020
N-160,Up,F,N,Other,China,30,Teacher,S,Life,5/10/2020
N-151,Up,M,N,Church,China,28,NA,S,Life,6/9/2020
N-151,Up,M,N,Church,China,28,NA,S,Life,12/7/2019
N-113,Both,M,A,Church,USA,32,Engineer,S,Work,10/26/2020
N-113,Up,M,A,Church,USA,32,Engineer,S,Life,7/1/2021
N-113,Co,M,A,Church,USA,32,Engineer,S,Life,12/7/2019
N-113,Up,M,A,Church,USA,32,Engineer,S,Church,2/27/2020
N-113,Co,M,A,Church,USA,32,Engineer,S,Church,10/12/2020
N-113,Both,M,A,Church,USA,32,Engineer,S,Life,6/9/2020
N-113,Up,M,A,Church,USA,32,Engineer,S,Life,10/26/2019
N-239,Up,F,N,Alumni,USA,32,Accountant,M,Life,7/1/2021
N-232,Up,M,Y,Alumni,China,32,Engineer,S,Life,7/16/2021
N-232,Up,M,Y,Alumni,China,32,Engineer,S,Life,7/1/2021
N-62,Up,F,N,Church,USA,70,NA,M,Church,10/12/2020
N-62,Up,F,N,Church,USA,70,NA,M,Church,2/27/2020
N-62,Up,F,N,Church,USA,70,NA,M,Life,12/1/2020
N-62,Up,F,N,Church,USA,70,NA,M,Life,10/31/2020
N-226,Up,M,N,Alumni,USA,30,Student,NA,Life,10/26/2019
N-59,Co,M,Y,Church,USA,30,Lawyer,S,Life,10/26/2019
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Life,5/10/2020
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Life,6/9/2020
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Church,10/12/2020
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Life,10/31/2020
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Opinion,8/11/2020
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Life,12/1/2020
N-59,Up,M,Y,Church,USA,30,Lawyer,S,Life,12/7/2019
N-244,Up,M,A,Alumni,USA,32,Reseacher,S,Life,7/1/2021
N-5,Up,M,A,Church,Canada,25,Student,S,Life,2/28/2021
N-5,Up,M,A,Church,Canada,25,Student,S,Church,10/12/2020
N-5,Up,M,A,Church,Canada,25,Student,S,Life,10/31/2020
N-5,Up,M,A,Church,Canada,25,Student,S,Life,5/10/2020
N-41,Up,M,A,Church,Other,50,Writer,S,Life,12/1/2020
N-41,Up,M,A,Church,Other,50,Writer,S,Life,10/31/2020
N-170,Up,F,N,Other,China,60,Insurance,M,Life,5/10/2020
N-49,Up,M,A,Alumni,China,30,NA,S,Life,7/21/2021
N-49,Up,M,A,Alumni,China,30,NA,S,Life,12/7/2019
N-49,Up,M,A,Alumni,China,30,NA,S,Life,12/1/2020
N-49,Up,M,A,Alumni,China,30,NA,S,Life,10/31/2020
N-25,Both,M,A,Alumni,USA,25,Lawyer,R,Life,12/1/2020
N-34,Up,M,N,Church,USA,40,Engineer,M,Life,12/1/2020
N-34,Up,M,N,Church,USA,40,Engineer,M,Church,2/27/2020
N-235,Up,F,A,Alumni,China,28,NA,NA,Life,7/1/2021
N-247,Up,F,A,Alumni,USA,35,Student,S,Life,7/21/2021
N-65,Up,F,N,Church,USA,40,Servant,M,Life,10/31/2020
N-65,Co,F,N,Church,USA,40,Servant,M,Life,12/1/2020
N-86,Up,M,A,Church,USA,33,Reseacher,M,Life,5/10/2020
N-86,Up,M,A,Church,USA,33,Reseacher,M,Church,2/27/2020
N-86,Up,M,A,Church,USA,33,Reseacher,M,Life,7/16/2021
N-86,Up,M,A,Church,USA,33,Reseacher,M,Church,4/25/2020
N-86,Both,M,A,Church,USA,33,Reseacher,M,Life,12/7/2019
N-86,Up,M,A,Church,USA,33,Reseacher,M,Church,10/12/2020
N-86,Up,M,A,Church,USA,33,Reseacher,M,Life,10/31/2020
N-86,Up,M,A,Church,USA,33,Reseacher,M,Opinion,8/11/2020
N-56,Up,F,A,Friend,Africa,32,NA,M,Work,10/26/2020
N-56,Up,F,A,Friend,Africa,32,NA,M,Life,10/31/2020
N-56,Up,F,A,Friend,Africa,32,NA,M,Life,12/1/2020
N-56,Co,F,A,Friend,Africa,32,NA,M,Life,3/6/2020
N-111,Up,M,N,Alumni,USA,25,Student,R,Work,10/26/2020
N-137,Up,F,A,Church,USA,23,Nurse,R,Church,7/12/2020
N-137,Up,F,A,Church,USA,23,Nurse,R,Church,4/25/2020
N-137,Up,F,A,Church,USA,23,Nurse,R,Life,10/26/2019
N-137,Up,F,A,Church,USA,23,Nurse,R,Life,12/7/2019
N-137,Up,F,A,Church,USA,23,Nurse,R,Church,7/12/2020
N-150,Up,F,A,Church,USA,30,Accountant,R,Life,5/10/2020
N-150,Up,F,A,Church,USA,30,Accountant,R,Life,7/1/2021
N-150,Up,F,A,Church,USA,30,Accountant,R,Life,12/7/2019
N-150,Up,F,A,Church,USA,30,Accountant,R,Life,6/9/2020
N-189,Up,M,N,Church,USA,30,Finance,S,Life,7/21/2021
N-189,Co,M,N,Church,USA,30,Finance,S,Opinion,3/16/2020
N-167,Up,M,N,Alumni,USA,35,Engineer,M,Life,5/10/2020
N-124,Up,F,N,Church,USA,30,NA,S,Church,10/12/2020
N-124,Up,F,N,Church,USA,30,NA,S,Life,7/1/2021
N-46,Up,M,Y,Friend,China,30,Student,S,Life,12/1/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Life,12/7/2019
N-46,Up,M,Y,Friend,China,30,Student,S,Life,10/31/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Life,7/21/2021
N-46,Up,M,Y,Friend,China,30,Student,S,Life,6/9/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Life,10/26/2019
N-46,Up,M,Y,Friend,China,30,Student,S,Life,5/10/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Opinion,3/16/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Opinion,8/11/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Work,10/26/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Opinion,7/20/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Church,2/27/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Opinion,7/3/2020
N-46,Both,M,Y,Friend,China,30,Student,S,Life,7/1/2021
N-46,Up,M,Y,Friend,China,30,Student,S,Church,10/12/2020
N-46,Up,M,Y,Friend,China,30,Student,S,Life,7/16/2021
N-199,Up,F,N,Alumni,China,25,Reseacher,NA,Life,12/7/2019
N-29,Up,M,A,Church,USA,60,NA,M,Opinion,8/11/2020
N-29,Up,M,A,Church,USA,60,NA,M,Opinion,7/20/2020
N-29,Both,M,A,Church,USA,60,NA,M,Life,6/9/2020
N-29,Up,M,A,Church,USA,60,NA,M,Church,4/25/2020
N-29,Both,M,A,Church,USA,60,NA,M,Life,12/1/2020
N-29,Both,M,A,Church,USA,60,NA,M,Life,12/7/2019
N-127,Up,M,A,Church,USA,40,Programmer,M,Opinion,3/16/2020
N-127,Both,M,A,Church,USA,40,Programmer,M,Opinion,8/11/2020
N-127,Up,M,A,Church,USA,40,Programmer,M,Church,10/12/2020
N-127,Up,M,A,Church,USA,40,Programmer,M,Life,5/10/2020
N-134,Co,M,A,Church,China,40,Professor,M,Church,10/12/2020
N-54,Up,M,A,Alumni,China,32,NA,M,Life,12/7/2019
N-54,Up,M,A,Alumni,China,32,NA,M,Opinion,3/16/2020
N-54,Up,M,A,Alumni,China,32,NA,M,Work,10/26/2020
N-54,Up,M,A,Alumni,China,32,NA,M,Life,7/1/2021
N-54,Up,M,A,Alumni,China,32,NA,M,Life,12/1/2020
N-128,Up,M,N,Church,Canada,35,NA,S,Church,10/12/2020
N-228,Up,M,N,Other,USA,40,Doctor,M,Life,10/26/2019
N-117,Up,M,A,Alumni,China,34,Professor,M,Life,7/21/2021
N-117,Up,M,A,Alumni,China,34,Professor,M,Work,10/26/2020
N-117,Up,M,A,Alumni,China,34,Professor,M,Life,7/1/2021
N-117,Up,M,A,Alumni,China,34,Professor,M,Life,12/7/2019
N-117,Up,M,A,Alumni,China,34,Professor,M,Life,10/26/2019
N-186,Up,F,N,Alumni,China,28,NA,M,Opinion,3/16/2020
N-186,Up,F,N,Alumni,China,28,NA,M,Life,10/26/2019
N-129,Up,M,N,Church,USA,40,Servant,M,Church,10/12/2020
N-182,Up,F,A,Church,USA,28,Student,S,Church,2/27/2020
N-182,Up,F,A,Church,USA,28,Student,S,Opinion,8/11/2020
N-182,Up,F,A,Church,USA,28,Student,S,Life,7/16/2021
N-32,Up,M,Y,Friend,USA,30,Student,S,Opinion,8/11/2020
N-32,Up,M,Y,Friend,USA,30,Student,S,Life,3/6/2020
N-32,Both,M,Y,Friend,USA,30,Student,S,Life,12/7/2019
N-32,Up,M,Y,Friend,USA,30,Student,S,Life,7/1/2021
N-32,Up,M,Y,Friend,USA,30,Student,S,Life,7/16/2021
N-32,Up,M,Y,Friend,USA,30,Student,S,Life,10/26/2019
N-32,Up,M,Y,Friend,USA,30,Student,S,Life,10/31/2020
N-32,Co,M,Y,Friend,USA,30,Student,S,Work,10/26/2020
N-32,Up,M,Y,Friend,USA,30,Student,S,Life,12/1/2020
N-152,Up,M,A,Alumni,China,40,Professor,M,Life,12/7/2019
N-152,Up,M,A,Alumni,China,40,Professor,M,Life,6/9/2020
N-26,Up,M,A,Alumni,USA,32,Reseacher,M,Life,7/21/2021
N-26,Up,M,A,Alumni,USA,32,Reseacher,M,Life,12/1/2020
N-26,Up,M,A,Alumni,USA,32,Reseacher,M,Life,10/26/2019
N-142,Up,M,A,Other,USA,33,Reseacher,S,Life,6/9/2020
N-142,Up,M,A,Other,USA,33,Reseacher,S,Life,12/7/2019
N-146,Up,M,N,Other,USA,35,Reseacher,R,Life,12/7/2019
N-146,Up,M,N,Other,USA,35,Reseacher,R,Life,6/9/2020
N-146,Up,M,N,Other,USA,35,Reseacher,R,Life,5/10/2020
N-146,Up,M,N,Other,USA,35,Reseacher,R,Life,10/26/2019
N-13,Up,M,A,Alumni,China,32,NA,S,Life,2/28/2021
N-13,Up,M,A,Alumni,China,32,NA,S,Life,7/16/2021
N-122,Up,M,A,Church,USA,50,Professor,M,Church,10/12/2020
N-131,Up,F,A,Family,China,45,Self-employ,M,Church,10/12/2020
N-48,Up,M,A,Other,USA,35,Engineer,M,Church,4/25/2020
N-48,Up,M,A,Other,USA,35,Engineer,M,Life,6/9/2020
N-48,Up,M,A,Other,USA,35,Engineer,M,Life,12/1/2020
N-48,Up,M,A,Other,USA,35,Engineer,M,Life,7/1/2021
N-48,Up,M,A,Other,USA,35,Engineer,M,Life,7/16/2021
N-236,Up,F,A,Church,USA,30,Nutritionist,M,Life,7/1/2021
N-92,Up,M,A,Alumni,China,32,NA,M,Life,12/7/2019
N-92,Up,M,A,Alumni,China,32,NA,M,Life,5/10/2020
N-92,Co,M,A,Alumni,China,32,NA,M,Life,6/9/2020
N-92,Up,M,A,Alumni,China,32,NA,M,Life,10/31/2020
N-213,Up,F,N,Church,China,30,NA,NA,Life,12/7/2019
N-119,Up,M,N,Other,China,NA,Professor,M,Work,10/26/2020
N-102,Up,M,N,Church,Japan,45,Scientist,M,Life,10/31/2020
N-22,Both,F,A,Church,China,60,NA,M,Life,3/6/2020
N-22,Up,F,A,Church,China,60,NA,M,Life,12/1/2020
N-22,Co,F,A,Church,China,60,NA,M,Life,2/28/2021
N-22,Up,F,A,Church,China,60,NA,M,Life,10/31/2020
N-22,Co,F,A,Church,China,60,NA,M,Church,10/12/2020
N-22,Up,F,A,Church,China,60,NA,M,Life,7/1/2021
N-22,Up,F,A,Church,China,60,NA,M,Life,7/21/2021
N-22,Up,F,A,Church,China,60,NA,M,Opinion,8/11/2020
N-22,Up,F,A,Church,China,60,NA,M,Life,12/7/2019
N-22,Up,F,A,Church,China,60,NA,M,Life,10/26/2019
N-79,Up,F,A,Church,USA,30,Musician,S,Opinion,8/11/2020
N-79,Up,F,A,Church,USA,30,Musician,S,Life,10/31/2020
N-79,Up,F,A,Church,USA,30,Musician,S,Church,10/12/2020
N-79,Both,F,A,Church,USA,30,Musician,S,Life,5/10/2020
N-63,Co,M,A,Alumni,China,30,NA,M,Life,12/1/2020
N-243,Co,M,A,Church,USA,27,Student,S,Life,7/1/2021
N-130,Co,F,N,Church,USA,30,Student,S,Opinion,3/16/2020
N-130,Up,F,N,Church,USA,30,Student,S,Church,10/12/2020
N-130,Up,F,N,Church,USA,30,Student,S,Life,10/26/2019
N-121,Up,F,A,Church,China,35,NA,M,Church,10/12/2020
N-121,Up,F,A,Church,China,35,NA,M,Life,10/26/2019
N-121,Up,F,A,Church,China,35,NA,M,Life,5/10/2020
N-121,Up,F,A,Church,China,35,NA,M,Life,12/7/2019
N-121,Up,F,A,Church,China,35,NA,M,Life,7/1/2021
N-121,Up,F,A,Church,China,35,NA,M,Life,7/16/2021
N-121,Up,F,A,Church,China,35,NA,M,Life,6/9/2020
N-66,Up,F,A,Alumni,China,33,NA,M,Life,10/31/2020
N-106,Up,M,Y,Alumni,Saudi Arabia,33,Manager,M,Life,6/9/2020
N-106,Up,M,Y,Alumni,Saudi Arabia,33,Manager,M,Life,7/16/2021
N-106,Both,M,Y,Alumni,Saudi Arabia,33,Manager,M,Life,10/31/2020
N-106,Up,M,Y,Alumni,Saudi Arabia,33,Manager,M,Life,12/7/2019
N-8,Up,M,Y,Church,USA,35,Engineer,M,Church,4/25/2020
N-8,Up,M,Y,Church,USA,35,Engineer,M,Life,7/21/2021
N-8,Up,M,Y,Church,USA,35,Engineer,M,Life,5/10/2020
N-8,Both,M,Y,Church,USA,35,Engineer,M,Life,7/16/2021
N-8,Both,M,Y,Church,USA,35,Engineer,M,Opinion,8/11/2020
N-8,Up,M,Y,Church,USA,35,Engineer,M,Life,10/31/2020
N-8,Up,M,Y,Church,USA,35,Engineer,M,Life,2/28/2021
N-8,Both,M,Y,Church,USA,35,Engineer,M,Life,7/1/2021
N-8,Up,M,Y,Church,USA,35,Engineer,M,Church,7/12/2020
N-8,Up,M,Y,Church,USA,35,Engineer,M,Opinion,7/3/2020
N-8,Co,M,Y,Church,USA,35,Engineer,M,Life,12/1/2020
